Process_ID,Resource_ID,Allocated,Requested,Available,Priority,Wait_Time,Total_System_Resources,Hold_and_Wait,System_Load,Circular_Wait_Probability,Deadlock_State
10,3,0,7,7,8,9,40,1,2.322244936653996,0.75,Deadlock
14,5,1,1,12,1,32,38,1,1.9252960436147062,0.64,Deadlock
11,10,3,6,13,8,39,52,0,2.404198859777993,0.92,Deadlock
12,6,1,4,3,1,18,86,1,2.7162739220988334,0.31,Safe
2,7,1,2,2,6,38,77,0,2.039591790516458,0.77,Deadlock
12,9,1,1,4,3,27,30,0,1.7261996369958492,0.17,Safe
8,1,6,7,12,3,11,23,0,2.8126037968657975,0.28,Safe
15,6,0,7,4,8,14,52,0,1.9220223463332793,0.45,Deadlock
20,10,5,4,10,2,27,78,0,1.047857762428588,0.95,Safe
19,9,7,0,1,1,5,85,1,2.8812078929511653,0.28,Safe
9,7,3,3,6,3,20,63,1,1.2623067731550888,0.05,Safe
9,2,6,4,11,3,50,83,0,2.4936052916075395,0.06,Safe
14,7,7,3,3,9,13,89,0,2.3909464936177676,0.49,Safe
17,6,7,2,7,8,44,71,1,2.1473770587586056,0.72,Deadlock
15,1,4,3,13,9,19,89,1,1.6662763212592266,0.41,Safe
13,2,7,4,11,6,36,75,0,2.878826974018563,0.4,Safe
9,6,3,4,1,7,31,21,1,1.2016017776614274,0.42,Deadlock
20,7,6,7,9,2,15,58,1,2.252229427550537,0.88,Deadlock
12,2,5,5,8,8,37,76,0,1.690652317040225,0.46,Safe
20,2,0,0,12,2,29,41,0,2.7367187094225325,0.4,Safe
16,6,1,4,13,10,18,21,1,2.9224231915737007,0.37,Safe
4,4,5,2,6,4,20,38,0,2.0076013223148608,0.13,Safe
8,8,7,5,5,1,39,72,0,2.779074554322405,0.08,Safe
2,10,1,4,0,8,6,69,0,1.1928094346037281,0.35,Deadlock
12,3,7,6,4,4,9,73,1,2.607061359871466,0.07,Safe
6,5,6,7,5,10,36,63,1,2.5800599170707574,0.12,Deadlock
6,5,1,4,14,9,10,88,1,1.1433121996190048,0.73,Safe
3,10,1,6,1,5,4,43,1,2.025482952916738,0.75,Deadlock
16,6,5,0,1,3,10,73,0,2.9393578417066646,0.15,Safe
4,5,3,3,7,4,13,27,0,2.147917388166995,0.64,Safe
17,1,3,6,15,1,39,74,0,1.1334008004083858,0.81,Safe
14,10,5,0,13,7,2,48,0,1.1220280931159694,0.82,Safe
20,4,6,3,1,2,31,44,0,1.8059121920768217,0.84,Deadlock
7,5,0,6,5,5,4,68,1,2.42682685650764,0.42,Deadlock
1,4,7,0,6,9,7,56,1,2.9117073445277253,0.48,Safe
11,9,7,2,9,4,44,51,0,2.6202483706203963,0.39,Safe
9,2,5,4,6,7,49,57,0,1.1466823080367197,0.34,Safe
8,10,4,5,2,1,30,31,1,2.657301365764259,0.8,Deadlock
9,4,6,4,6,7,10,34,1,2.0558360744927793,0.11,Safe
16,4,1,0,14,2,49,59,1,2.126458210640454,0.21,Deadlock
17,2,0,3,10,10,1,57,1,2.7524871338353383,0.7,Safe
4,2,5,4,5,10,0,71,0,2.7854757559877594,0.11,Safe
2,1,0,7,6,10,2,42,0,2.1676500842320516,0.17,Deadlock
1,2,5,4,6,1,30,57,0,1.5432381419390861,0.62,Safe
2,6,6,0,14,4,37,100,0,2.0776051000937104,0.77,Deadlock
13,8,4,6,1,9,21,65,1,1.0478878963643588,0.12,Deadlock
13,6,4,7,13,10,44,33,0,2.409135561417793,0.94,Deadlock
20,5,7,7,5,8,46,89,0,2.193552496446105,0.12,Safe
2,9,1,4,10,5,43,25,1,1.494686280695885,0.73,Deadlock
13,2,4,7,14,3,6,57,1,2.4273483516504486,0.33,Safe
3,6,6,1,10,9,47,59,0,1.406467364426184,0.18,Safe
11,2,3,4,9,1,31,31,1,2.6877744985614713,0.67,Deadlock
4,10,0,4,9,3,27,93,0,2.560023147481889,0.64,Safe
17,4,0,1,15,5,36,93,1,1.031445187190767,0.58,Deadlock
17,3,0,1,11,9,8,100,0,1.6189164248514007,0.22,Safe
8,1,3,1,13,6,39,69,0,1.227414535956883,0.7,Safe
2,10,1,6,1,7,12,52,0,1.0187443124914297,0.52,Deadlock
17,8,1,1,3,4,24,91,1,2.3678550766655646,0.24,Safe
10,9,3,6,2,2,0,75,1,2.551503379504238,0.32,Deadlock
11,2,6,3,15,1,44,94,1,1.95884074127206,0.03,Deadlock
19,1,5,6,12,7,13,50,0,1.7879840609575055,0.37,Safe
3,6,7,2,9,3,25,51,0,2.3286075437626543,0.71,Deadlock
19,10,5,4,3,4,27,59,0,2.8719734059012727,0.14,Safe
5,2,0,6,14,5,10,30,1,1.6834052447924224,0.59,Safe
19,7,2,4,7,6,44,21,1,2.7899871611484697,0.46,Deadlock
18,9,2,7,9,3,6,67,1,1.1794805129237658,0.62,Safe
5,5,7,2,9,4,14,43,0,2.8212899566314515,0.53,Safe
16,4,1,3,2,9,15,51,1,2.3661390126793056,0.87,Deadlock
7,1,2,4,15,9,14,45,1,2.9217834342930136,0.72,Deadlock
13,10,5,3,7,6,12,24,0,2.592149722998228,0.98,Deadlock
11,7,5,1,9,5,26,24,0,1.1288564819085158,0.42,Safe
20,2,0,5,12,4,16,75,1,2.552133404943109,0.82,Deadlock
1,1,2,3,6,4,4,67,1,1.6857939562018642,0.93,Deadlock
19,9,1,2,12,5,11,97,0,1.6000750497858616,0.23,Safe
8,8,6,1,7,2,0,37,0,2.8341805519775494,0.72,Deadlock
20,7,1,7,14,8,43,78,0,2.606980764504881,0.57,Safe
6,4,5,4,11,5,19,95,0,1.9246503683965275,0.51,Safe
17,7,3,6,0,2,16,43,0,1.7389182808930772,0.19,Deadlock
15,7,0,2,10,5,21,40,0,2.486164190357843,0.37,Safe
16,2,0,0,1,1,34,51,0,2.3519769234779,0.56,Safe
20,7,0,1,15,10,23,48,1,2.8823382628868193,0.93,Deadlock
14,6,5,3,12,1,37,42,0,2.971973945343418,0.53,Safe
19,8,0,4,0,7,35,59,0,1.143428309641783,0.09,Deadlock
20,5,5,1,11,2,40,20,1,2.742643335286961,0.98,Deadlock
7,3,0,0,2,9,50,93,0,1.8478718819329158,0.41,Safe
14,8,7,5,14,7,35,82,0,1.707274722218021,0.8,Deadlock
3,1,6,6,6,5,11,84,1,2.681764199805781,0.33,Safe
8,7,6,6,2,10,11,27,0,2.385253068054678,0.87,Deadlock
4,9,4,3,10,6,12,92,1,2.1503156908188314,0.57,Safe
7,8,2,5,7,9,34,36,0,1.030542905870967,0.19,Safe
13,9,7,2,0,9,35,52,0,1.9886999192632844,0.0,Safe
5,2,4,3,4,5,49,73,1,1.452244691908573,0.95,Deadlock
7,5,3,4,7,4,24,30,0,1.1187726117959949,0.59,Safe
11,10,3,2,1,8,26,85,0,2.866046464787556,0.13,Safe
19,3,2,2,0,8,0,24,1,1.9947481339594406,0.58,Safe
15,9,2,1,13,9,2,25,1,2.70138183119073,0.19,Safe
2,4,0,6,13,10,23,38,0,1.1274160938405537,0.96,Safe
15,9,3,3,15,1,19,42,1,1.1682615424875475,0.28,Safe
1,4,4,6,13,6,17,87,0,1.7644734913765214,0.24,Safe
1,3,4,6,13,8,21,99,1,2.690665837507969,0.7,Safe
4,5,3,2,5,5,11,25,1,2.8623662273564285,0.97,Deadlock
14,6,6,1,0,8,5,46,1,2.779777758235071,0.58,Safe
19,7,6,0,3,8,39,68,1,2.454094132543466,0.27,Deadlock
20,6,3,7,12,9,32,87,0,1.5059268392329233,0.31,Safe
20,7,1,2,7,2,35,66,1,1.6196406547908762,0.44,Deadlock
1,4,0,3,8,2,8,30,1,1.2777183879081992,0.95,Deadlock
11,5,6,6,3,5,19,23,0,1.5123025707227178,0.84,Deadlock
6,5,5,4,11,2,43,87,0,1.089419394636445,0.25,Safe
15,3,0,4,2,10,32,60,1,1.549452361198585,0.29,Deadlock
14,5,3,1,15,7,16,30,0,2.686295455291089,0.76,Deadlock
11,8,3,2,15,3,36,68,1,1.0371496867676218,0.4,Deadlock
11,4,3,0,13,4,38,91,0,1.445850769957492,0.39,Safe
14,8,6,1,9,3,44,52,0,1.7314709831996478,0.64,Safe
15,8,1,7,14,4,48,99,1,2.436199556985285,0.98,Deadlock
9,7,1,1,3,1,11,42,0,1.3386058702496875,0.94,Deadlock
6,1,3,1,4,8,42,56,0,2.535519149321747,0.57,Safe
13,10,7,6,3,3,40,38,0,1.9314591022782015,0.8,Deadlock
14,5,2,7,0,6,21,27,1,1.763081425220674,0.53,Deadlock
2,1,5,4,12,2,0,79,1,1.6777842208811282,0.03,Safe
18,2,0,7,11,1,48,57,1,2.8183964259981513,0.3,Deadlock
17,9,5,5,3,6,3,44,1,1.4865090395887761,0.12,Safe
18,9,7,5,13,3,4,56,0,1.7051003734442003,0.51,Safe
9,4,4,4,10,5,50,20,0,1.9708171066078988,0.13,Safe
11,2,6,5,1,2,41,79,0,2.155403071029466,0.67,Safe
9,8,7,6,8,9,36,37,1,2.927190300547047,0.44,Deadlock
12,9,5,5,9,6,18,60,0,2.8641473344229844,0.3,Safe
6,9,7,6,8,3,23,53,1,1.894654940515509,0.09,Safe
2,4,5,6,8,6,17,26,1,1.0878057967491483,0.52,Safe
15,2,3,0,9,8,40,57,0,1.9452737393349948,0.55,Safe
2,10,3,2,10,2,19,69,0,1.2800763034906486,0.15,Safe
16,6,2,6,8,7,23,78,0,1.400485121909549,0.32,Safe
10,7,0,3,11,5,41,78,1,1.6935460520106822,0.53,Deadlock
7,8,0,5,13,2,13,77,1,2.499314297085132,0.79,Deadlock
14,8,0,7,2,4,37,56,0,1.0922542343612929,0.58,Deadlock
18,2,2,5,15,8,3,40,0,2.087174235365394,0.43,Safe
9,6,5,2,5,10,33,96,0,1.8549847346726298,0.49,Safe
10,1,0,5,4,6,22,64,1,2.0584691152578554,0.12,Deadlock
3,8,7,3,10,7,28,79,1,2.00470812277998,0.93,Deadlock
19,7,1,0,15,1,33,72,1,1.723769422856184,0.53,Deadlock
13,4,0,2,8,1,49,68,0,1.329969703516923,0.84,Deadlock
7,7,6,5,12,3,1,43,0,2.7008406554817093,0.34,Safe
1,3,1,2,5,1,34,50,0,1.2899589372976519,0.29,Safe
3,1,6,5,9,6,0,30,1,2.010757236456757,0.18,Safe
9,6,4,4,4,6,9,82,1,1.6130583860123997,0.25,Safe
2,9,5,6,3,7,46,79,1,2.0528506323239024,0.29,Deadlock
15,3,4,5,4,3,22,60,1,2.834637583552706,0.78,Deadlock
17,6,6,2,6,1,26,40,1,1.8025328140751007,0.53,Safe
18,4,6,5,1,4,12,84,1,2.148443357600109,0.42,Safe
2,6,4,3,12,5,3,41,1,1.2576055624589375,0.86,Deadlock
13,8,5,7,8,6,17,92,0,1.0739638942739371,0.83,Safe
15,8,4,5,9,5,13,38,0,1.9771888925278644,0.03,Safe
20,2,6,5,8,9,49,53,0,2.651092194338033,0.49,Safe
15,6,6,4,3,9,48,55,1,2.2188508572009225,0.47,Deadlock
13,8,1,6,11,4,16,73,1,2.7296561317266668,0.73,Deadlock
16,10,7,7,14,7,36,37,0,1.2606901893263818,0.8,Deadlock
5,7,6,4,7,6,34,34,1,2.5283595047544942,0.7,Deadlock
15,9,1,7,11,9,49,34,1,1.206858808794155,0.16,Deadlock
16,6,1,2,2,8,41,32,1,1.7070453367605305,0.5,Deadlock
13,10,2,0,9,4,48,56,1,1.1301634917933332,0.57,Deadlock
15,4,6,0,8,9,37,81,1,1.8178508841114722,0.77,Deadlock
14,6,2,3,6,5,27,56,0,1.145309184591784,0.22,Safe
14,8,7,7,11,5,46,57,0,1.3921298759285368,0.38,Safe
13,10,1,3,7,1,12,89,0,2.053145635729962,0.35,Safe
4,6,1,1,15,3,28,54,1,1.9504537172096523,0.74,Deadlock
12,7,6,5,15,10,8,66,0,1.973923003347501,0.02,Safe
6,10,4,6,5,5,11,93,1,2.836764044387391,0.02,Safe
2,9,4,0,7,8,7,89,1,1.9136944935437545,0.9,Deadlock
4,1,7,2,3,5,48,60,1,1.660305543566698,0.52,Deadlock
1,1,6,1,13,1,29,67,1,1.348933331217509,0.72,Deadlock
10,5,6,0,13,3,34,76,0,1.3606952910436942,0.98,Deadlock
13,9,1,6,6,7,28,47,0,1.5327483475684092,0.08,Safe
6,4,0,4,7,8,23,95,0,1.6842604199136235,0.9,Deadlock
1,4,3,1,2,10,20,47,1,2.500538552579259,0.28,Safe
2,10,2,2,9,3,26,22,0,1.8089737755316089,0.56,Safe
3,3,7,3,6,3,44,30,0,1.2878146999317939,0.06,Safe
19,7,7,6,15,8,42,60,0,1.5653926890593532,0.42,Safe
1,4,6,7,3,10,29,20,0,2.300544919059784,0.58,Safe
18,5,0,2,14,2,31,60,0,2.059431464366951,0.76,Deadlock
10,5,5,5,0,5,13,56,1,1.3118205274560366,0.72,Deadlock
1,8,1,0,14,2,21,89,1,2.3400036172444905,0.73,Deadlock
18,9,7,7,1,4,4,33,0,2.9192846416657092,0.78,Deadlock
7,5,3,6,11,1,40,85,0,2.615253127304757,0.37,Safe
20,6,7,1,14,7,25,99,1,2.076096944716352,0.61,Safe
6,7,1,0,8,9,25,55,1,2.5083703461984457,0.57,Safe
15,3,1,2,10,3,47,65,0,1.3967748397008672,0.55,Safe
12,6,2,4,5,8,9,82,0,1.719798855424785,0.13,Safe
3,5,4,4,13,10,18,84,1,1.5096254026142473,0.55,Safe
12,1,6,2,2,10,15,86,0,2.239504792686235,0.66,Safe
20,9,3,5,5,5,30,96,1,2.131878917434486,0.36,Safe
16,6,4,5,8,3,12,71,1,1.353845465566387,0.06,Safe
12,2,0,7,5,8,10,58,1,1.5622153565424068,0.13,Deadlock
3,7,0,6,4,9,14,60,0,1.760293482475392,0.15,Deadlock
18,2,5,2,2,8,19,62,1,1.3339039825805252,0.67,Safe
4,8,0,7,2,9,46,92,1,1.3161218646117736,0.7,Deadlock
4,2,1,0,9,2,42,98,1,1.9660718609538148,0.78,Deadlock
16,3,3,5,7,9,46,88,0,2.788287243095803,0.94,Deadlock
18,2,0,1,11,2,33,58,1,1.4739165623276347,0.69,Deadlock
18,2,2,4,7,2,33,62,1,1.9748664376749496,0.97,Deadlock
6,10,5,2,12,10,33,50,1,1.6716880035315047,0.01,Deadlock
20,7,7,2,1,6,32,80,1,2.4508812130489512,0.56,Deadlock
11,9,3,2,7,7,41,67,0,1.5938702311584263,0.11,Safe
3,2,7,1,7,2,31,63,0,1.3985405635061738,0.43,Safe
10,9,4,2,7,10,45,31,0,1.730980259608543,0.12,Safe
14,9,7,1,8,1,9,95,0,2.827011581246701,0.54,Safe
13,3,5,5,1,5,23,30,0,2.8710147209342995,0.22,Safe
14,2,5,3,5,6,7,71,0,1.8507183041696689,0.46,Safe
14,9,0,3,11,3,49,61,0,2.2472642409602743,0.01,Safe
5,6,1,0,1,10,48,28,0,1.6400675557449298,0.95,Deadlock
7,1,5,2,13,3,28,45,1,1.487961144053552,0.32,Safe
2,4,0,4,9,1,32,65,0,1.1200460416199671,0.67,Safe
7,2,4,6,10,5,12,50,1,1.332521765197605,0.19,Safe
18,1,7,5,11,4,36,87,0,1.187154127394575,0.4,Safe
13,5,2,0,5,10,21,86,1,1.5034885826321323,0.48,Safe
12,8,5,4,15,7,10,25,0,2.2120858082392743,0.08,Safe
17,9,2,0,7,7,39,89,0,2.1015213096799146,0.64,Safe
19,5,5,1,3,3,47,76,1,2.0052252987130883,0.78,Deadlock
9,4,5,0,13,9,45,91,0,1.3545565417496543,0.22,Safe
2,7,7,6,11,8,10,85,1,1.2190597404448973,0.64,Safe
19,6,7,7,2,10,29,40,0,1.019869579018683,0.25,Safe
14,2,4,6,2,5,10,61,1,2.95672685888015,0.49,Safe
20,4,4,3,12,8,16,91,0,1.829504183744411,0.97,Deadlock
11,8,2,6,5,9,1,64,0,1.4923173826167877,0.66,Safe
6,10,5,5,1,4,13,24,0,2.9330969270549674,0.92,Deadlock
8,7,2,3,10,9,49,30,1,1.8732823917119361,0.99,Deadlock
10,2,0,1,12,8,22,40,1,2.5276691198591883,0.11,Safe
9,5,5,0,4,8,14,42,0,2.437003195706051,0.47,Safe
5,1,4,5,10,7,4,51,0,2.667965885536451,0.03,Safe
4,1,4,6,12,2,17,83,1,2.1148219244347217,0.3,Safe
6,8,1,0,12,5,4,93,0,2.3394017033434897,0.59,Safe
8,3,5,5,1,8,34,22,1,2.916223274394454,0.38,Deadlock
20,10,0,6,14,2,26,52,1,1.4119297614321613,0.85,Deadlock
19,5,7,1,9,3,0,31,0,1.5525465244436079,0.27,Safe
8,7,3,1,7,2,5,48,1,1.5011279184458346,0.28,Safe
9,8,0,1,9,8,32,25,1,2.2890203879444706,0.14,Deadlock
18,2,1,6,14,7,19,36,1,2.1040985959764242,0.6,Safe
19,7,1,7,2,10,33,50,1,1.1811075420217754,0.77,Deadlock
1,6,1,3,10,8,25,62,1,2.750955128936562,0.8,Deadlock
4,2,4,3,0,7,25,22,0,2.47036497638128,0.32,Safe
6,4,1,3,4,5,12,78,0,1.7521460063237255,0.91,Deadlock
18,1,0,2,7,9,3,58,1,1.0494696958073333,0.39,Safe
1,6,0,1,14,3,13,34,1,1.037273594606799,0.8,Safe
18,8,0,1,0,6,45,38,1,1.9638027901082367,0.28,Deadlock
6,1,1,0,8,7,46,72,0,1.4113207309784728,0.39,Safe
17,4,7,6,0,8,16,34,0,2.258596476383712,0.5,Safe
10,8,1,1,6,7,15,84,0,2.1742926810191157,0.46,Safe
17,1,1,4,1,5,2,100,0,1.2965776091151693,0.27,Deadlock
10,9,4,3,7,1,50,86,1,2.9521928774846202,0.12,Deadlock
9,9,5,2,11,8,8,21,0,2.517499096134053,0.74,Deadlock
18,9,6,6,11,4,45,94,0,2.684312070430411,0.0,Safe
13,2,7,2,14,10,33,59,1,1.2167564706546352,0.79,Deadlock
4,8,0,2,8,4,44,66,1,1.1064606494539444,0.99,Deadlock
8,2,4,4,8,5,30,46,1,1.414346197985772,0.31,Safe
15,10,3,7,8,7,12,41,1,1.782872505558511,0.44,Safe
2,2,7,4,15,4,25,67,0,2.217712573236217,0.64,Safe
8,4,2,1,12,2,21,58,1,2.8712345604798677,0.87,Deadlock
9,6,5,3,12,7,41,34,1,2.036893353132476,0.96,Deadlock
3,8,2,0,7,9,3,39,1,2.554508975519251,0.32,Safe
1,3,0,5,13,9,34,96,0,1.179481501745,0.97,Safe
9,1,5,6,14,4,43,33,1,1.9562526398381788,0.54,Deadlock
9,5,3,7,15,4,5,52,1,1.2388849958092223,0.16,Safe
18,4,3,1,1,1,4,33,1,2.349952081168704,0.16,Safe
1,4,5,0,9,4,48,83,1,1.7789951781342743,0.92,Deadlock
12,3,6,0,15,5,11,21,1,2.876531049638154,0.72,Deadlock
8,1,5,7,11,9,12,35,1,1.7626712993704963,0.7,Safe
14,3,6,7,6,1,8,70,1,1.368014893066727,0.64,Safe
17,7,3,3,11,8,18,40,0,2.8776966785730673,0.56,Safe
3,10,6,4,14,7,44,74,0,1.4338130378969212,0.97,Deadlock
18,6,4,5,4,4,30,80,1,1.5143566321479625,0.37,Safe
13,8,1,2,0,6,13,33,0,2.569407818819201,0.92,Deadlock
9,2,3,4,11,4,31,86,0,1.592847865785137,0.45,Safe
3,1,0,5,1,1,46,67,1,2.302238883624115,0.67,Deadlock
19,1,4,0,7,3,45,54,0,2.6880887909599673,0.38,Safe
4,3,4,0,13,1,47,51,1,1.4823456779210267,0.92,Deadlock
15,5,0,2,4,8,26,63,1,1.247801794690841,0.31,Safe
7,8,2,4,12,8,8,93,1,2.0591279180754745,0.49,Safe
11,9,4,5,0,9,31,47,0,1.8913916672883528,0.74,Deadlock
12,5,6,7,2,3,48,95,1,2.5086365076209147,0.13,Deadlock
15,10,5,6,3,6,1,83,1,2.8959066079537785,0.24,Safe
13,1,1,7,12,9,1,96,0,2.80723677397406,0.86,Deadlock
16,8,4,6,14,2,45,68,0,2.313593549852112,0.09,Safe
11,2,5,0,3,8,3,47,0,2.5318207859240296,0.79,Deadlock
1,6,7,0,2,4,25,92,1,2.0599271095853524,0.7,Safe
17,8,2,4,11,8,6,63,0,1.2406575378117763,0.51,Safe
4,5,2,2,3,6,30,24,0,2.063209260582627,0.58,Safe
14,6,7,3,9,8,49,58,1,1.2518035265785852,0.29,Deadlock
6,4,5,1,8,6,31,67,0,2.0394052953707353,0.65,Safe
10,7,7,3,12,7,19,23,0,1.8215671705000287,0.99,Deadlock
11,3,3,0,0,2,47,85,0,1.0571248708543355,0.2,Safe
1,5,3,0,13,5,48,37,1,1.7082531821380984,0.23,Deadlock
6,6,3,5,0,7,48,64,0,2.6568141770284095,0.94,Deadlock
20,10,5,7,15,1,3,72,1,2.432446673585293,0.82,Deadlock
14,5,0,4,15,6,33,91,0,2.5209336211787328,0.26,Safe
15,10,2,4,6,10,21,46,1,2.725479236527876,0.72,Deadlock
10,1,0,6,7,9,3,92,0,1.1257574730150655,0.53,Safe
9,3,6,4,14,1,41,90,0,1.6096530338124158,0.15,Safe
10,5,4,3,11,7,32,24,0,1.0828766629574151,0.62,Safe
5,6,3,4,15,5,47,31,1,2.313845057613957,0.91,Deadlock
15,5,1,6,1,2,3,23,0,2.7533017149676975,0.93,Deadlock
3,3,6,4,9,10,5,76,1,2.5885507386227977,0.55,Safe
17,10,4,2,4,5,17,47,1,2.8827334044384294,0.79,Deadlock
5,4,2,7,13,3,44,84,1,1.5020986700584618,0.93,Deadlock
4,7,7,1,2,8,24,40,0,2.661842560384273,0.49,Safe
5,10,7,5,15,6,31,26,0,1.6379914010967465,0.98,Deadlock
17,7,6,5,2,10,46,20,0,1.224252332231696,0.27,Safe
6,6,6,0,2,9,36,80,1,1.9107101336588126,0.58,Deadlock
14,7,3,2,4,2,29,96,1,2.5707943534302338,0.18,Safe
6,4,1,2,11,10,46,59,1,1.1332344576256614,0.15,Deadlock
17,2,5,7,13,2,24,97,1,2.7758966752529535,0.7,Safe
12,5,6,1,11,3,35,89,0,1.8665406010687462,0.6,Safe
15,8,0,2,10,7,3,70,1,2.698363109886968,0.68,Safe
11,10,4,1,2,7,12,21,1,1.183002415287902,0.6,Safe
16,3,4,3,10,1,18,78,1,2.650565393830144,0.21,Safe
2,6,3,6,12,8,34,71,0,1.220600331180946,0.57,Safe
16,8,6,7,8,8,10,100,1,1.3020599259691663,0.76,Deadlock
10,5,3,1,11,10,24,36,0,1.36960516880461,0.55,Safe
5,1,1,7,5,2,22,41,0,2.8123120148619662,0.64,Deadlock
2,9,5,5,3,4,7,95,1,2.3193714833550434,0.86,Deadlock
20,4,0,6,10,1,50,49,1,2.0908227877814225,0.29,Deadlock
15,4,5,1,8,4,19,20,0,2.1072748159943218,0.33,Safe
18,8,6,0,9,5,19,46,0,1.7847089904670745,0.57,Safe
17,1,4,0,7,2,23,59,1,1.2351090919390393,0.26,Safe
6,1,3,2,15,6,36,58,1,1.1754859625888612,0.44,Deadlock
14,5,3,1,13,7,11,28,1,2.889089497714071,0.44,Safe
5,4,0,6,1,1,11,100,1,2.075276131677028,0.34,Deadlock
13,1,3,3,8,10,35,57,1,1.0565061555080828,0.23,Deadlock
19,6,1,3,12,2,38,70,0,1.3817930009032182,0.37,Safe
16,5,7,7,1,3,8,92,0,2.8717925887387534,0.19,Safe
15,6,1,5,9,6,34,72,1,1.3481819190120468,0.61,Deadlock
19,8,5,2,0,8,3,39,0,1.600258893278219,0.27,Safe
2,9,7,0,4,10,14,96,0,2.2368769825981127,0.6,Safe
12,1,7,0,0,4,29,80,0,2.392610404861607,0.6,Safe
10,7,5,0,8,8,2,48,1,1.2130087006480683,0.23,Safe
2,2,6,2,5,7,12,80,0,2.7323590908017383,0.98,Deadlock
16,6,0,2,3,3,3,55,1,2.3395844586802053,0.62,Safe
3,6,4,7,10,7,48,82,0,1.9911981639226708,0.65,Safe
16,7,4,1,0,5,49,20,1,2.2703699002343773,0.92,Deadlock
6,7,2,7,6,1,7,34,1,2.755212155563249,0.48,Safe
7,1,4,3,11,10,44,54,1,2.8938329866447106,0.86,Deadlock
6,8,2,0,2,10,35,22,1,1.114564218889795,0.94,Deadlock
12,3,0,4,0,4,19,77,0,2.595508556832611,0.74,Deadlock
17,4,4,0,1,5,47,24,1,2.2767028082929492,0.46,Deadlock
1,1,1,3,6,5,19,48,1,1.229746736108065,0.47,Safe
15,2,0,6,0,4,37,42,0,2.1737432345611505,0.93,Deadlock
10,7,5,0,2,10,39,34,0,1.2576165756029158,0.29,Safe
6,4,0,0,6,2,48,34,1,2.9187765165007304,0.6,Deadlock
18,1,5,2,11,6,11,94,0,2.871286962804816,0.5,Safe
18,4,7,1,7,10,10,97,1,1.4254745045205235,0.8,Deadlock
1,10,0,1,9,8,38,36,0,2.695771151471922,0.44,Safe
18,2,4,2,8,1,3,27,0,2.540940438511918,0.3,Safe
6,5,4,1,2,9,44,92,0,1.7422536107440383,0.85,Deadlock
2,6,6,6,15,7,31,52,1,1.9207148576460007,0.02,Deadlock
16,10,4,3,6,2,23,57,1,1.836586250236469,0.0,Safe
1,10,2,1,11,8,6,89,1,1.0334886981730536,0.98,Safe
6,4,6,1,4,6,28,65,0,2.182979621354678,0.72,Deadlock
8,7,7,7,13,1,9,71,1,2.881089574781564,0.12,Safe
7,2,1,5,12,9,23,29,1,2.588494919230639,0.51,Safe
1,10,2,1,2,8,3,76,1,1.3997711282359007,0.96,Deadlock
9,10,6,1,11,3,13,37,0,2.7499042950828816,0.34,Safe
17,2,3,4,14,3,32,92,0,1.4562261765470321,0.14,Safe
15,3,7,0,14,7,17,98,1,2.5707832712159364,0.96,Deadlock
7,3,0,3,8,6,36,76,1,1.261490098700028,0.4,Deadlock
10,8,1,6,7,3,33,77,1,1.9439172296449576,0.67,Deadlock
5,2,2,7,0,6,38,57,0,2.953463058211661,0.0,Deadlock
9,7,2,5,11,3,34,44,0,1.467246653535462,0.26,Safe
10,6,4,0,2,9,9,47,1,2.4387315876887503,0.91,Deadlock
19,9,2,3,12,3,0,93,1,1.7286976206332205,0.1,Safe
4,3,4,3,14,8,31,43,1,2.6845645636852122,0.59,Deadlock
1,9,6,1,3,1,24,92,1,1.9607308758554356,0.64,Safe
17,8,6,3,11,9,9,56,1,2.398790258972965,0.7,Safe
13,8,3,7,11,5,0,74,1,2.8059371198933944,0.15,Safe
16,5,1,4,6,7,20,85,0,2.0075761329713644,0.19,Safe
16,9,6,1,1,1,38,62,0,1.420715569812621,0.98,Deadlock
8,7,0,6,10,3,23,43,1,1.179187074354143,0.23,Safe
17,8,2,4,9,4,42,98,1,2.072959247395106,0.83,Deadlock
3,8,6,4,2,7,35,74,0,2.563059015851462,0.01,Safe
14,10,7,1,8,9,3,40,0,1.8163775947179912,0.87,Deadlock
3,6,6,0,4,10,26,57,1,2.374579440834532,0.01,Safe
3,5,3,4,9,4,26,21,1,2.452393799604891,0.01,Safe
15,9,3,2,13,7,49,45,0,1.4812757965486651,0.07,Safe
9,4,0,2,11,5,6,57,1,1.9959539622679803,0.96,Deadlock
15,4,1,1,13,9,41,75,1,1.6540618563857534,0.46,Deadlock
11,1,4,5,4,7,5,54,1,2.5615626279367207,0.72,Deadlock
2,10,1,6,10,1,20,90,1,2.453192859717046,0.33,Safe
5,7,0,5,11,3,0,72,1,1.3299621083581241,0.91,Deadlock
3,7,7,4,13,7,4,57,0,1.9271849170522257,0.24,Safe
17,6,6,3,7,8,0,93,1,1.5158553878425056,0.9,Deadlock
1,5,7,6,1,2,6,99,1,2.4428673033700132,0.44,Safe
20,6,4,6,1,3,49,100,0,1.6149145690931854,0.24,Deadlock
13,2,3,0,13,9,21,38,0,1.535913353038306,0.61,Safe
1,2,0,4,11,6,18,31,1,2.9651330821294235,0.14,Safe
5,10,5,4,1,10,33,52,1,1.876697345557642,0.79,Deadlock
11,8,6,5,8,9,24,61,1,2.569148981863231,0.69,Safe
